DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp2010,Night_Land_Surface_Temp2015,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
AM201600000001,AMGE71FL,AM,2016.0,1.0,AM2016DHS,50875.859375,50008.14453125,50923.01953125,24.325000762939453,40.150001525878906,42.54999923706055,39.09166717529297,9.037151336669922,16.113712310791016,16.631921768188477,15.181229591369629,0.3841683069864909,0.41872461636861164,0.4485584894816081,25.85909080505371,20.948333740234375,22.66666603088379,23.239999771118164,12.608333587646484,12.383333206176758,11.766666412353516,12.291666984558105,-9999,1207,1230,1337,1393,1442,1543,1304,12.615833282470703,12.286666870117188,10.338333129882812,11.904999732971191,56.0,3312.80810546875,5.0,43.6020393371582,-9999,-9999,-9999,17.329999923706055,13.886666297912598,15.680000305175781,16.114999771118164,9.534042358398438,81.8293392783717,0.15402951993440328,21.985790051912005,6.4878989771792765,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.566666603088379,15.200000762939453,16.899999618530273,16.05000114440918,9.241666793823242,8.991666793823242,10.983333587646484,9.875,2.933333396911621,2.799999952316284,5.099999904632568,3.741666793823242,10.351977374102619,8.693333625793457,8.989999771118164,8.800909042358398,6.824999809265137,8.693333625793457,8.989999771118164,2.691666603088379,2.491666555404663,2.558333396911621,2.575000047683716,22771.05801,12969.75665,53111.86375,315.0,320.0,278.0,284.0,399.0,512.0,436.0,1.8792288930792558,3.0,3.0,3.0,10.925000190734863,22.81399917602539,0.3620000183582306,-0.8640000224113464,-2.8949999809265137,23.389999389648438,19.628999710083008,4.367000102996826,15.1850004196167,5.861000061035156,12.269000053405762,18.70199966430664,6.368421052631579,0.10526315789473684,152.97979058159723,149.93714735243054,147.37989637586804,150.07615831163196,54219.82421875,55279.4765625,56495.51953125,59785.609375,4342.209703947368,4427.077302631579,4524.469161184211,4787.9625822368425,7.565000057220459,9.592499732971191,9.007499694824219,8.625833511352539
AM201600000002,AMGE71FL,AM,2016.0,2.0,AM2016DHS,49231.8125,48392.1328125,49277.453125,24.325000762939453,40.150001525878906,42.54999923706055,39.09166717529297,9.037151336669922,16.113712310791016,16.631921768188477,15.181229591369629,0.33551384852482724,0.3787001096285306,0.40821148799015927,26.82454490661621,21.206666946411133,22.46666717529297,23.979999542236328,12.608333587646484,12.383333206176758,11.766666412353516,12.291666984558105,-9999,1537,1410,1534,1587,1849,1966,1511,12.615833282470703,12.286666870117188,10.338333129882812,11.904999732971191,56.0,3312.80810546875,5.0,43.6020393371582,-9999,-9999,-9999,17.56818199157715,13.599166870117188,15.24666690826416,16.036666870117188,10.145296478271485,74.19706420898437,0.4347095489501953,20.036344909667967,7.0551597595214846,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.566666603088379,15.200000762939453,16.899999618530273,16.05000114440918,9.241666793823242,8.991666793823242,10.983333587646484,9.875,2.933333396911621,2.799999952316284,5.099999904632568,3.741666793823242,8.442345252403847,8.026666641235352,8.09333324432373,8.31181812286377,5.991666793823242,8.026666641235352,8.09333324432373,2.691666603088379,2.491666555404663,2.558333396911621,2.575000047683716,23525.03689,13152.65149,52472.67756,315.0,320.0,278.0,284.0,399.0,512.0,436.0,1.9007881164550782,3.0,3.0,3.0,10.925000190734863,22.81399917602539,0.3620000183582306,-0.8640000224113464,-2.8949999809265137,23.389999389648438,19.628999710083008,4.367000102996826,15.1850004196167,5.861000061035156,12.269000053405762,18.70199966430664,6.5,0.15,134.7739013671875,132.093359375,129.84044189453124,132.2158203125,57166.8125,58268.875,59547.421875,63024.40625,4349.623828125,4433.480859375,4530.76640625,4795.323828125,7.565000057220459,9.592499732971191,9.007499694824219,8.625833511352539
AM201600000003,AMGE71FL,AM,2016.0,3.0,AM2016DHS,47070.1875,46267.37890625,47113.8203125,24.325000762939453,40.150001525878906,42.54999923706055,39.09166717529297,9.037151336669922,16.113712310791016,16.631921768188477,15.181229591369629,0.36021870833176833,0.38332022153414214,0.40883350372314453,25.85909080505371,20.948333740234375,22.66666603088379,23.239999771118164,12.608333587646484,12.383333206176758,11.766666412353516,12.291666984558105,-9999,1207,1230,1337,1393,1442,1543,1304,12.615833282470703,12.286666870117188,10.338333129882812,11.904999732971191,55.166666666666664,3312.80810546875,5.0,43.6020393371582,-9999,-9999,-9999,17.329999923706055,13.886666297912598,15.680000305175781,16.114999771118164,9.634723239474827,79.08629692925348,0.0,21.619459364149307,6.7326770358615455,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.566666603088379,15.200000762939453,16.899999618530273,16.05000114440918,9.241666793823242,8.991666793823242,10.983333587646484,9.875,2.933333396911621,2.799999952316284,5.099999904632568,3.741666793823242,7.59520761590255,8.693333625793457,8.989999771118164,8.800909042358398,6.824999809265137,8.693333625793457,8.989999771118164,2.691666603088379,2.491666555404663,2.558333396911621,2.575000047683716,21819.05421,14238.52726,54573.78809,315,320,278,284,399,512,436,2.1065966288248696,3.0,3.0,3.0,10.925000190734863,22.81399917602539,0.3620000183582306,-0.8640000224113464,-2.8949999809265137,23.389999389648438,19.628999710083008,4.367000102996826,15.1850004196167,5.861000061035156,12.269000053405762,18.70199966430664,8.833333333333334,0.0,148.91716851128473,145.95533582899304,143.46598307291666,146.09064398871527,48926.7578125,49934.28125,51067.484375,54060.08984375,4135.911024305556,4221.080729166667,4316.874131944444,4569.848524305556,7.565000057220459,9.592499732971191,9.007499694824219,8.625833511352539
AM201600000004,AMGE71FL,AM,2016.0,4.0,AM2016DHS,34202.31640625,33618.9765625,34234.01953125,24.325000762939453,40.150001525878906,42.54999923706055,39.09166717529297,9.037151336669922,16.113712310791016,16.631921768188477,15.181229591369629,0.24125123023986816,0.2871645518711635,0.3132011209215437,26.82454490661621,21.206666946411133,22.46666717529297,23.979999542236328,12.608333587646484,12.383333206176758,11.766666412353516,12.291666984558105,-9999,1537.0,1410.0,1534.0,1587.0,1849.0,1966.0,1511.0,12.615833282470703,12.286666870117188,10.338333129882812,11.904999732971191,55.333333333333336,3312.80810546875,5,43.6020393371582,-9999,-9999,-9999,17.56818199157715,13.599166870117188,15.24666690826416,16.036666870117188,12.587142096625435,69.3167724609375,1.0831581751505535,13.742592705620659,8.99552493625217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.566666603088379,15.200000762939453,16.899999618530273,16.05000114440918,9.241666793823242,8.991666793823242,10.983333587646484,9.875,2.933333396911621,2.799999952316284,5.099999904632568,3.741666793823242,6.45239376712155,8.026666641235352,8.09333324432373,8.31181812286377,5.991666793823242,8.026666641235352,8.09333324432373,2.691666603088379,2.491666555404663,2.558333396911621,2.575000047683716,24905.28513,12838.30506,50951.9554,315.0,320.0,278.0,284.0,399.0,512.0,436.0,1.7582039303249783,3.0,3.0,3.0,10.925000190734863,22.81399917602539,0.3620000183582306,-0.8640000224113464,-2.8949999809265137,23.389999389648438,19.628999710083008,4.367000102996826,15.1850004196167,5.861000061035156,12.269000053405762,18.70199966430664,7.055555555555555,0.5,119.42853461371527,117.05319552951389,115.05680338541667,117.16170247395833,38568.37890625,39411.96484375,40384.7421875,42863.078125,3260.8424479166665,3332.1668836805557,3414.4138454861113,3623.9522569444443,7.565000057220459,9.592499732971191,9.007499694824219,8.625833511352539
AM201600000005,AMGE71FL,AM,2016.0,5.0,AM2016DHS,33744.24609375,33168.71875,33775.52734375,24.325000762939453,40.150001525878906,42.54999923706055,39.09166717529297,9.037151336669922,16.113712310791016,16.631921768188477,15.181229591369629,0.24203428200313024,0.291388784136091,0.32152295112609863,26.82454490661621,21.206666946411133,22.46666717529297,23.979999542236328,12.608333587646484,12.383333206176758,11.766666412353516,12.291666984558105,-9999,1537,1410,1534,1587,1849,1966,1511,12.615833282470703,12.286666870117188,10.338333129882812,11.904999732971191,55.666666666666664,3312.80810546875,5.0,43.6020393371582,-9999,-9999,-9999,17.56818199157715,13.599166870117188,15.24666690826416,16.036666870117188,11.965740003083882,70.4254214638158,1.0362434387207031,15.1807716771176,8.47682029322574,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.566666603088379,15.200000762939453,16.899999618530273,16.05000114440918,9.241666793823242,8.991666793823242,10.983333587646484,9.875,2.933333396911621,2.799999952316284,5.099999904632568,3.741666793823242,7.243787434895833,8.026666641235352,8.09333324432373,8.31181812286377,5.991666793823242,8.026666641235352,8.09333324432373,2.691666603088379,2.491666555404663,2.558333396911621,2.575000047683716,24304.90007,13069.0962,51665.46326,315.0,320.0,278.0,284.0,399.0,512.0,436.0,1.8382375616776316,3.0,3.0,3.0,10.925000190734863,22.81399917602539,0.3620000183582306,-0.8640000224113464,-2.8949999809265137,23.389999389648438,19.628999710083008,4.367000102996826,15.1850004196167,5.861000061035156,12.269000053405762,18.70199966430664,7.2631578947368425,0.5263157894736842,124.7652099609375,122.28372802734376,120.1981201171875,122.3970947265625,40530.6015625,41506.4765625,42612.5546875,45304.02734375,3246.3153782894738,3324.4802631578946,3413.0740131578946,3628.6504934210525,7.565000057220459,9.592499732971191,9.007499694824219,8.625833511352539
AM201600000006,AMGE71FL,AM,2016.0,6.0,AM2016DHS,55862.31640625,54909.55859375,55914.109375,27.96666717529297,45.04166793823242,48.84166717529297,47.6583366394043,10.487500190734863,18.573883056640625,19.471759796142578,18.75082015991211,0.3622278733686967,0.3832962296225808,0.4026134664362127,23.180908203125,19.114999771118164,20.93833351135254,21.418333053588867,11.966667175292969,11.883333206176758,11.600000381469727,12.116666793823242,-9999,1780.0,1559.0,1719.0,1799.0,1966.0,2054.0,1754.0,14.271666526794434,14.124166488647461,12.78833293914795,13.860833168029785,70.66666666666667,3312.80810546875,5.0,28.146860122680664,-9999,-9999,-9999,14.0,11.129166603088379,13.102499961853027,13.46916675567627,12.20250023735894,2.4396385616726346,0.9363797505696615,39.56285942925347,7.980900234646267,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.949999809265137,12.658333778381348,14.399999618530273,13.65000057220459,6.950000286102295,6.691666603088379,8.574999809265137,7.575000286102295,0.9749999642372131,0.766666829586029,2.7833333015441895,1.5166666507720947,10.60281763321314,5.266666889190674,5.519999980926514,4.819090843200684,3.1433334350585938,5.266666889190674,5.519999980926514,2.6666667461395264,2.424999952316284,2.508333444595337,2.5416667461395264,27548.20168,8871.493323,46162.54007,325.0,343.0,312.0,305.0,436.0,558.0,483.0,1.866821077134874,3.0,3.0,3.0,10.364999771118164,23.05699920654297,0.07900000363588333,-1.0720000267028809,-3.0429999828338623,23.295000076293945,19.042999267578125,4.229000091552734,14.585000038146973,5.9079999923706055,11.979999542236328,18.8700008392334,10.0,0.0,182.50010850694446,178.87033420138889,175.81960720486111,179.03614637586804,57008.64453125,57772.625,58741.4296875,61901.40625,4820.243923611111,4884.826388888889,4966.725694444444,5233.89453125,7.5291666984558105,10.228333473205566,9.425000190734863,8.880000114440918
AM201600000007,AMGE71FL,AM,2016.0,7.0,AM2016DHS,63896.13671875,62806.3515625,63955.3671875,27.96666717529297,45.04166793823242,48.84166717529297,47.6583366394043,10.487500190734863,18.573883056640625,19.471759796142578,18.75082015991211,0.3874221948476938,0.40720734229454625,0.4207425851088304,26.235454559326172,20.559999465942383,22.108333587646484,22.934999465942383,11.966667175292969,11.883333206176758,11.600000381469727,12.116666793823242,-9999,1456,1263,1464,1495,1498,1576,1431,14.271666526794434,14.124166488647461,12.78833293914795,13.860833168029785,67.61111111111111,3312.80810546875,5,28.146860122680664,-9999,-9999,-9999,16.64181900024414,12.842499732971191,14.551666259765625,15.025833129882812,9.205997043185764,0.10414703687032063,0.0,58.51786973741319,5.124460856119792,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.949999809265137,12.658333778381348,14.399999618530273,13.65000057220459,6.950000286102295,6.691666603088379,8.574999809265137,7.575000286102295,0.9749999642372131,0.766666829586029,2.7833333015441895,1.5166666507720947,11.868309607872597,6.994999885559082,7.116666793823242,7.048182010650635,5.125,6.994999885559082,7.116666793823242,2.6666667461395264,2.424999952316284,2.508333444595337,2.5416667461395264,26219.61986,7532.028809,47206.93215,325.0,343.0,312.0,305.0,436.0,558.0,483.0,2.1042743259006076,3.0,3.0,3.0,10.364999771118164,23.05699920654297,0.07900000363588333,-1.0720000267028809,-3.0429999828338623,23.295000076293945,19.042999267578125,4.229000091552734,14.585000038146973,5.9079999923706055,11.979999542236328,18.8700008392334,10.277777777777779,0.0,182.30560980902777,178.67971462673611,175.63224283854166,178.84535047743054,77349.53125,77931.5625,78784.765625,82554.3828125,6538.989583333333,6588.210503472223,6660.355902777777,6979.051215277777,7.5291666984558105,10.228333473205566,9.425000190734863,8.880000114440918
AM201600000008,AMGE71FL,AM,2016.0,8.0,AM2016DHS,62781.8359375,61711.0546875,62840.03125,27.96666717529297,45.04166793823242,48.84166717529297,47.6583366394043,10.487500190734863,18.573883056640625,19.471759796142578,18.75082015991211,0.41695227989783656,0.42633427106417143,0.4493249012873723,25.85909080505371,20.948333740234375,22.66666603088379,23.239999771118164,11.966667175292969,11.883333206176758,11.600000381469727,12.116666793823242,-9999,1338,1218,1377,1418,1360,1458,1305,14.271666526794434,14.124166488647461,12.78833293914795,13.860833168029785,65.47368421052632,3312.80810546875,5,28.146860122680664,-9999,-9999,-9999,17.329999923706055,13.886666297912598,15.680000305175781,16.114999771118164,9.007081604003906,49.854559326171874,0.0,37.142007446289064,5.478231048583984,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.949999809265137,12.658333778381348,14.399999618530273,13.65000057220459,6.950000286102295,6.691666603088379,8.574999809265137,7.575000286102295,0.9749999642372131,0.766666829586029,2.7833333015441895,1.5166666507720947,15.203496029502467,8.693333625793457,8.989999771118164,8.800909042358398,6.824999809265137,8.693333625793457,8.989999771118164,2.6666667461395264,2.424999952316284,2.508333444595337,2.5416667461395264,24572.75516,9771.871339,49917.36659,315.0,321.0,287.0,291.0,410.0,529.0,454.0,2.618501663208008,3.0,3.0,3.0,10.364999771118164,23.05699920654297,0.07900000363588333,-1.0720000267028809,-3.0429999828338623,23.295000076293945,19.042999267578125,4.229000091552734,14.585000038146973,5.9079999923706055,11.979999542236328,18.8700008392334,5.25,0.0,177.64382595486111,174.11063639322916,171.14108615451389,174.27205403645834,119025.734375,115237.6328125,111853.1953125,112437.7734375,9056.01796875,8767.7984375,8510.2921875,8554.7671875,7.5291666984558105,10.228333473205566,9.425000190734863,8.880000114440918
AM201600000009,AMGE71FL,AM,2016.0,9.0,AM2016DHS,56363.015625,55401.71484375,56415.26953125,27.96666717529297,45.04166793823242,48.84166717529297,47.6583366394043,10.487500190734863,18.573883056640625,19.471759796142578,18.75082015991211,0.4263756275177002,0.4457511107126872,0.4615439573923747,25.85909080505371,20.948333740234375,22.66666603088379,23.239999771118164,11.966667175292969,11.883333206176758,11.600000381469727,12.116666793823242,-9999,1338,1218,1377,1418,1360,1458,1305,14.271666526794434,14.124166488647461,12.78833293914795,13.860833168029785,58.333333333333336,3312.80810546875,5,28.146860122680664,-9999,-9999,-9999,17.329999923706055,13.886666297912598,15.680000305175781,16.114999771118164,8.916261461046007,74.75462510850694,0.0,29.997806125217014,5.702570173475477,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.949999809265137,12.658333778381348,14.399999618530273,13.65000057220459,6.950000286102295,6.691666603088379,8.574999809265137,7.575000286102295,0.9749999642372131,0.766666829586029,2.7833333015441895,1.5166666507720947,14.49178216396234,8.693333625793457,8.989999771118164,8.800909042358398,6.824999809265137,8.693333625793457,8.989999771118164,2.6666667461395264,2.424999952316284,2.508333444595337,2.5416667461395264,24163.09598,10760.83878,50760.37667,315,321,287,291,410,529,454,2.183027903238932,3.0,3.0,3.0,10.364999771118164,23.05699920654297,0.07900000363588333,-1.0720000267028809,-3.0429999828338623,23.295000076293945,19.042999267578125,4.229000091552734,14.585000038146973,5.9079999923706055,11.979999542236328,18.8700008392334,4.722222222222222,0.0,179.76810709635416,176.19266764322916,173.18760850694446,176.35599772135416,91267.09375,88849.6015625,86778.3359375,87842.1484375,7715.569444444444,7511.212673611111,7336.124131944444,7426.072048611111,7.5291666984558105,10.228333473205566,9.425000190734863,8.880000114440918
AM201600000010,AMGE71FL,AM,2016.0,10.0,AM2016DHS,60156.515625,59130.515625,60212.28125,27.96666717529297,45.04166793823242,48.84166717529297,47.6583366394043,10.487500190734863,18.573883056640625,19.471759796142578,18.75082015991211,0.5174394754263071,0.5223299906804011,0.5403772867642916,25.85909080505371,20.948333740234375,22.66666603088379,23.239999771118164,11.966667175292969,11.883333206176758,11.600000381469727,12.116666793823242,-9999,1338.0,1218.0,1377.0,1418.0,1360.0,1458.0,1305.0,14.271666526794434,14.124166488647461,12.78833293914795,13.860833168029785,64.38888888888889,3312.80810546875,5,28.146860122680664,-9999,-9999,-9999,17.329999923706055,13.886666297912598,15.680000305175781,16.114999771118164,8.931738111707899,78.25738525390625,0.0,35.54689195421007,5.522983127170139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.949999809265137,12.658333778381348,14.399999618530273,13.65000057220459,6.950000286102295,6.691666603088379,8.574999809265137,7.575000286102295,0.9749999642372131,0.766666829586029,2.7833333015441895,1.5166666507720947,23.852193460836038,8.693333625793457,8.989999771118164,8.800909042358398,6.824999809265137,8.693333625793457,8.989999771118164,2.6666667461395264,2.424999952316284,2.508333444595337,2.5416667461395264,23533.94023,9762.042597,50977.16229,315,321,287,291,410,529,454,3.067047119140625,3.0,3.0,3.0,10.364999771118164,23.05699920654297,0.07900000363588333,-1.0720000267028809,-3.0429999828338623,23.295000076293945,19.042999267578125,4.229000091552734,14.585000038146973,5.9079999923706055,11.979999542236328,18.8700008392334,3.8333333333333335,0.0,194.27187771267361,190.40798611111111,187.16048177083334,190.58451334635416,114661.921875,110774.9765625,107291.34375,107621.1796875,9692.421006944445,9363.853298611111,9069.378472222223,9097.2578125,7.5291666984558105,10.228333473205566,9.425000190734863,8.880000114440918
