DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,mean,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
BJ201700000001,BJGE71FL,BJ,2017.0,1.0,BJ2017DHS,2743.39208984375,3188.456298828125,3647.80224609375,64.53333282470703,75.85833740234375,67.55833435058594,65.10833740234375,12.350876808166504,14.898527145385742,13.489185333251953,12.60161304473877,0.0,0.0,2.452719048891641e-05,36.21163635253906,35.092498779296875,34.48533325195312,34.679833984375,13.375,12.550000190734863,12.941666603088379,12.550000190734863,7.0,2221.3,2202.9,2352.5,2458.5,2466.4,2491.8,2500.6,0.0,0.0,0.0,0.0,21.342175066312997,1427.5571986607142,-809.0,0.0,0.13067532606331275,0.39701409571971735,0.6913623742557361,28.816363525390624,28.401748657226562,28.232333374023437,28.317333984375,2.0186026090019893,5.741637050314987,-1.0,0.8484784437427471,0.0361174044621718,0.7280626372886273,0.41119378407796225,0.3811483383178711,0.5403357187906901,0.5182076454162597,-9999,-9999,-9999,-9999,35.31666564941406,35.54166793823242,35.66666793823242,35.30833435058594,-9999,28.59166717529297,29.233333587646484,29.183334350585938,29.008333206176758,21.941667556762695,22.991666793823242,22.725000381469727,22.758333206176758,0.0,21.421092224121093,21.711000061035158,21.97933349609375,21.954832458496092,5.225000381469727,5.0916666984558105,5.008333206176758,5.1666669845581055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,216.48541114058355,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.250833034515381,6.049999713897705,6.0291666984558105,4.974166393280029
BJ201700000002,BJGE71FL,BJ,2017.0,2.0,BJ2017DHS,12311.2685546875,14308.54296875,16369.90625,64.53333282470703,75.85833740234375,67.55833435058594,65.10833740234375,12.350876808166504,14.898527145385742,13.489185333251953,12.60161304473877,3.0080749644466003e-05,0.00024850321022870035,0.0008386119683082171,35.42872924804688,34.56500244140625,34.34849853515625,36.0239990234375,13.375,12.550000190734863,12.941666603088379,12.550000190734863,7.0,2354.9,2399.5,2569.5,2627.7,2715.0,2569.6,2601.3,0.0,0.0,0.0,0.0,27.32085561497326,1427.5571986607142,5.0,0.0,0.13009528782267604,0.3975308243299084,0.7204367421463139,28.26927490234375,27.707086181640626,27.771832275390626,28.779666137695312,46.081444788873995,100.00815809316354,-1.0,9.39629979683311,0.48134999620371144,11.580398845928285,0.4302753806114197,0.4270603358745575,0.5521078705787659,0.5017144680023193,-9999,-9999,-9999,-9999,35.31666564941406,35.54166793823242,35.66666793823242,35.30833435058594,-9999,28.59166717529297,29.233333587646484,29.183334350585938,29.008333206176758,21.941667556762695,22.991666793823242,22.725000381469727,22.758333206176758,0.002150522506356638,21.10981903076172,20.849166870117188,21.195166015625,21.535333251953126,5.225000381469727,5.0916666984558105,5.008333206176758,5.1666669845581055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,65.09383378016086,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.250833034515381,6.049999713897705,6.0291666984558105,4.974166393280029
BJ201700000003,BJGE71FL,BJ,2017.0,3.0,BJ2017DHS,2273.9638671875,2642.872314453125,3023.6181640625,64.53333282470703,75.85833740234375,67.55833435058594,65.10833740234375,12.350876808166504,14.898527145385742,13.489185333251953,12.60161304473877,0.0,0.0,6.477868742054435e-05,35.38636474609375,34.17349853515625,33.792333984375,34.64083251953125,13.375,12.550000190734863,12.941666603088379,12.550000190734863,7.0,2479.2,2429.4,2554.1,2611.8,2597.9,2651.4,2709.9,0.0,0.0,0.0,0.0,16.490666666666666,1427.5572916666667,-809.0,0.0,0.13192982839130316,0.39952941837862216,0.7056382868900611,28.446182250976562,27.826251220703124,27.800167846679688,28.250836181640626,0.0,0.0,-1.0,0.0,0.0,0.0,0.4285657065255301,0.4053738457815988,0.5548809596470424,0.5274715423583984,-9999,-9999,-9999,-9999,35.31666564941406,35.54166793823242,35.66666793823242,35.30833435058594,-9999,28.59166717529297,29.233333587646484,29.183334350585938,29.008333206176758,21.941667556762695,22.991666793823242,22.725000381469727,22.758333206176758,0.0,21.505999755859374,21.479000854492188,21.808001708984374,21.860833740234376,5.225000381469727,5.0916666984558105,5.008333206176758,5.1666669845581055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,174.9866310160428,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.250833034515381,6.049999713897705,6.0291666984558105,4.974166393280029
BJ201700000004,BJGE71FL,BJ,2017.0,4.0,BJ2017DHS,10180.7802734375,11832.423828125,13537.0634765625,71.55000305175781,82.5,75.57499694824219,74.07500457763672,15.639344215393066,18.131868362426758,17.0790958404541,15.958707809448242,0.0,0.0,8.09187867811748e-05,34.182177734375,33.40566711425781,33.404998779296875,35.06571044921875,13.158333778381348,12.27500057220459,12.683333396911621,12.333333969116211,5.0,2506.3,2511.2,2738.8,2844.5,2907.7,2838.7,2834.5,0.0,0.0,0.0,0.0,25.629333333333335,1424.475341796875,5.0,0.0,0.12852440343337818,0.386228018160847,0.7180886551192731,27.344091796875,26.963833618164063,27.265335083007812,28.16768798828125,36.8108984375,92.91389583333333,-1.0,6.5546640625,0.33806477864583334,8.250852213541666,0.4437246004740397,0.44792537689208983,0.5373265584309895,0.41661891937255857,-9999,-9999,-9999,-9999,34.81666564941406,34.983333587646484,35.125,34.866668701171875,-9999,28.21666717529297,28.83333396911621,28.766666412353516,28.67500114440918,21.658334732055664,22.70833396911621,22.441667556762695,22.53333282470703,0.0,20.505999755859374,20.522000122070313,21.12566680908203,21.26966552734375,4.575000286102295,4.550000190734863,4.425000190734863,4.641666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,122.98933333333333,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.015833377838135,7.017499923706055,6.808333396911621,5.550833225250244
BJ201700000005,BJGE71FL,BJ,2017.0,5.0,BJ2017DHS,14020.84375,16295.466796875,18643.07421875,72.83333587646484,83.55833435058594,74.19166564941406,73.06666564941406,16.12546157836914,18.77715301513672,17.187259674072266,16.117647171020508,0.0,7.501993128553927e-05,0.00013817695178068023,34.65424092610677,34.436248779296875,34.09208424886068,35.77045694986979,13.341667175292969,12.416666984558105,12.866666793823242,12.483333587646484,7.0,2299.75,2388.5833333333335,2614.5833333333335,2729.9166666666665,2728.25,2598.5833333333335,2579.9166666666665,0.0,0.0,0.0,0.0,28.67989417989418,1427.5572509765625,5.0,0.0,0.11930998929543331,0.38367048956289446,0.7059631969750825,27.736363728841145,27.633890787760418,27.724932352701824,28.68634541829427,48.126947958002646,103.40021494708995,-1.0,10.31828380766369,0.5040771645843667,12.767653046461641,0.4375681559244792,0.43231512705485026,0.559127680460612,0.49821945826212566,-9999,-9999,-9999,-9999,34.875,35.10000228881836,35.20000076293945,34.90833282470703,-9999,28.191667556762695,28.850000381469727,28.75,28.64166831970215,21.533334732055664,22.683334350585938,22.33333396911621,22.424999237060547,0.0,20.81848398844401,20.831527709960938,21.357777913411457,21.60223388671875,4.516666889190674,4.450000286102295,4.316666603088379,4.5333333015441895,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,80.37037037037037,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.850833415985107,6.885833263397217,6.9041666984558105,5.224999904632568
BJ201700000006,BJGE71FL,BJ,2017.0,6.0,BJ2017DHS,30990.88671875,36018.5859375,41207.609375,71.55000305175781,82.5,75.57499694824219,74.07500457763672,15.639344215393066,18.131868362426758,17.0790958404541,15.958707809448242,0.003070634527084155,0.005180245026563987,0.007710386545230181,34.4095458984375,33.629859924316406,33.69000244140625,34.87518819173177,13.158333778381348,12.27500057220459,12.683333396911621,12.333333969116211,5.0,2454.0833333333335,2478.5,2646.0833333333335,2761.3333333333335,2805.0,2749.6666666666665,2777.5833333333335,0.0,0.0,0.0,0.0,31.609498680738785,1427.5572916666667,5.0,0.0,0.1473304105517293,0.41051374759788556,0.7415609127534302,27.61621348063151,27.269510904947918,27.368194580078125,28.10613759358724,60.09171957453826,180.72087318601584,-1.0,15.129162629864776,0.5945099601644954,19.39878406373681,0.4499123990535736,0.4645645022392273,0.5688374638557434,0.45825183391571045,-9999,-9999,-9999,-9999,34.81666564941406,34.983333587646484,35.125,34.866668701171875,-9999,28.21666717529297,28.83333396911621,28.766666412353516,28.67500114440918,21.658334732055664,22.70833396911621,22.441667556762695,22.53333282470703,0.012808679500526393,20.822879791259766,20.90916697184245,21.046387990315754,21.337081909179688,4.575000286102295,4.550000190734863,4.425000190734863,4.641666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24.350923482849606,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.015833377838135,7.017499923706055,6.808333396911621,5.550833225250244
BJ201700000007,BJGE71FL,BJ,2017.0,7.0,BJ2017DHS,13215.876953125,15359.908203125,17572.73828125,71.55000305175781,82.5,75.57499694824219,74.07500457763672,15.639344215393066,18.131868362426758,17.0790958404541,15.958707809448242,5.459667473935621e-05,6.217256164435788e-05,9.084495317514304e-05,33.79646470811632,33.436852349175346,33.480556911892364,35.17048475477431,13.158333778381348,12.27500057220459,12.683333396911621,12.333333969116211,5.0,2519.3333333333335,2530.8888888888887,2763.3333333333335,2886.3333333333335,2921.222222222222,2832.222222222222,2861.222222222222,0.0,0.0,0.0,0.0,28.39189189189189,1427.5571986607142,5.0,0.0,0.13682235258123812,0.39270851544861013,0.724184745368316,27.136666191948784,27.01685078938802,27.209259033203125,28.24515109592014,46.02851880081301,127.43667428861788,-1.0,9.314625148204607,0.4451447773755081,11.310970316734418,0.4537549336751302,0.46638606389363607,0.5518131891886393,0.42171065012613934,-9999,-9999,-9999,-9999,34.81666564941406,34.983333587646484,35.125,34.866668701171875,-9999,28.21666717529297,28.83333396911621,28.766666412353516,28.67500114440918,21.658334732055664,22.70833396911621,22.441667556762695,22.53333282470703,0.0,20.47686767578125,20.596852620442707,20.937962849934895,21.319814046223957,4.575000286102295,4.550000190734863,4.425000190734863,4.641666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74.57994579945799,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.015833377838135,7.017499923706055,6.808333396911621,5.550833225250244
BJ201700000008,BJGE71FL,BJ,2017.0,8.0,BJ2017DHS,40010.9609375,46502.0,53201.31640625,71.55000305175781,82.5,75.57499694824219,74.07500457763672,15.639344215393066,18.131868362426758,17.0790958404541,15.958707809448242,0.0022019037285690786,0.004227875913464048,0.006751916693441523,34.867879231770836,34.13152567545573,33.957916259765625,35.39984893798828,13.158333778381348,12.27500057220459,12.683333396911621,12.333333969116211,5.0,2317.1666666666665,2394.8333333333335,2575.6666666666665,2665.0,2730.8333333333335,2611.8333333333335,2657.75,0.0,0.0,0.0,0.0,33.67460317460318,1427.5572509765625,5.0,0.4275476634502411,0.13178313743169676,0.3976264142756563,0.7288938981465908,27.828030904134113,27.438751220703125,27.534444173177082,28.401173909505207,59.528185970568785,158.18173363095238,-1.0,15.081907242063492,0.6233660178209739,19.465817729001323,0.45286525998796734,0.4590425831930978,0.5721185547964913,0.48323079517909456,-9999,-9999,-9999,-9999,34.81666564941406,34.983333587646484,35.125,34.866668701171875,-9999,28.21666717529297,28.83333396911621,28.766666412353516,28.67500114440918,21.658334732055664,22.70833396911621,22.441667556762695,22.53333282470703,0.023850872615309996,20.788182576497395,20.7459716796875,21.110972086588543,21.402501424153645,4.575000286102295,4.550000190734863,4.425000190734863,4.641666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23.54232804232804,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.015833377838135,7.017499923706055,6.808333396911621,5.550833225250244
BJ201700000009,BJGE71FL,BJ,2017.0,9.0,BJ2017DHS,4075.179931640625,4736.302734375,5418.638671875,64.53333282470703,75.85833740234375,67.55833435058594,65.10833740234375,12.350876808166504,14.898527145385742,13.489185333251953,12.60161304473877,2.4972761867758936e-06,2.2013256780039042e-05,8.29779160901522e-05,34.87200012207031,33.797998046875,33.3163330078125,34.98334655761719,13.375,12.550000190734863,12.941666603088379,12.550000190734863,7.0,2460.3,2538.1,2682.8,2710.3,2782.3,2714.5,2773.2,0.0,0.0,0.0,0.0,21.576819407008085,1427.5571986607142,-809.0,0.0,0.13449727514246576,0.4027953672760382,0.7177021103397393,27.984637451171874,27.451419067382812,27.319415283203124,28.313507080078125,8.119094560731131,21.185508707462937,-1.0,2.070929103141846,0.1045938784864071,2.1862213875084233,0.4329803466796875,0.4271345774332682,0.5590716044108073,0.5167149861653646,-9999,-9999,-9999,-9999,35.31666564941406,35.54166793823242,35.66666793823242,35.30833435058594,-9999,28.59166717529297,29.233333587646484,29.183334350585938,29.008333206176758,21.941667556762695,22.991666793823242,22.725000381469727,22.758333206176758,0.0,21.097271728515626,21.104833984375,21.32250061035156,21.643666076660157,5.225000381469727,5.0916666984558105,5.008333206176758,5.1666669845581055,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,109.95417789757413,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.250833034515381,6.049999713897705,6.0291666984558105,4.974166393280029
BJ201700000010,BJGE71FL,BJ,2017.0,10.0,BJ2017DHS,18940.73046875,22013.51171875,25184.892578125,71.55000305175781,82.5,75.57499694824219,74.07500457763672,15.639344215393066,18.131868362426758,17.0790958404541,15.958707809448242,0.0015484525519571487,0.0027964984535411666,0.0038767931567635504,34.40954081217448,33.629859924316406,33.69000244140625,34.87519327799479,13.158333778381348,12.27500057220459,12.683333396911621,12.333333969116211,5.0,2454.0833333333335,2478.5,2646.0833333333335,2761.3333333333335,2805.0,2749.6666666666665,2777.5833333333335,0.0,0.0,0.0,0.0,30.88533333333333,1427.5571986607142,5.0,0.0,0.14803998129748566,0.4105042074524623,0.7415354638633438,27.6162109375,27.269513448079426,27.368194580078125,28.10614013671875,60.01541088736631,182.21588820187165,-1.0,14.958638400317513,0.5792633709423045,19.218601165608288,0.45265378270830425,0.46887288774762836,0.5709222725459507,0.4584473541804722,-9999,-9999,-9999,-9999,34.81666564941406,34.983333587646484,35.125,34.866668701171875,-9999,28.21666717529297,28.83333396911621,28.766666412353516,28.67500114440918,21.658334732055664,22.70833396911621,22.441667556762695,22.53333282470703,0.005036835045738017,20.82287851969401,20.90916697184245,21.04638926188151,21.337081909179688,4.575000286102295,4.550000190734863,4.425000190734863,4.641666889190674,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26.288770053475936,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.015833377838135,7.017499923706055,6.808333396911621,5.550833225250244
